url,status,route_category,findings
"https://jeremyfontenot.online/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Exchange-Online-20260223-0426-20260511161109-ac16ea68.html","200","preserved-sharepoint-derivative","coop-not-enabled|coep-not-enabled|corp-not-enabled|wildcard-cors-public-static|server-header-discloses-edge"
"https://jeremyfontenot.online/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Exchange-Online-20260223-0426-2cc61ae8.html","200","preserved-sharepoint-derivative","coop-not-enabled|coep-not-enabled|corp-not-enabled|wildcard-cors-public-static|server-header-discloses-edge"
"https://jeremyfontenot.online/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Exchange-Online-20260223-0738-20260511161109-d36a9eed.html","200","preserved-sharepoint-derivative","coop-not-enabled|coep-not-enabled|corp-not-enabled|wildcard-cors-public-static|server-header-discloses-edge"
"https://jeremyfontenot.online/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Exchange-Online-20260223-0738-9bc74434.html","200","preserved-sharepoint-derivative","coop-not-enabled|coep-not-enabled|corp-not-enabled|wildcard-cors-public-static|server-header-discloses-edge"
"https://jeremyfontenot.online/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Exchange-Online-20260223-0742-20260511161109-8cadcbf8.html","200","preserved-sharepoint-derivative","coop-not-enabled|coep-not-enabled|corp-not-enabled|wildcard-cors-public-static|server-header-discloses-edge"
"https://jeremyfontenot.online/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Exchange-Online-20260223-0742-c77b4c97.html","200","preserved-sharepoint-derivative","coop-not-enabled|coep-not-enabled|corp-not-enabled|wildcard-cors-public-static|server-header-discloses-edge"
"https://jeremyfontenot.online/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Home-20260227-1151-101a5a7e.html","200","preserved-sharepoint-derivative","coop-not-enabled|coep-not-enabled|corp-not-enabled|wildcard-cors-public-static|server-header-discloses-edge"
"https://jeremyfontenot.online/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Home-20260227-1151-20260511161109-1f6b5e8e.html","200","preserved-sharepoint-derivative","coop-not-enabled|coep-not-enabled|corp-not-enabled|wildcard-cors-public-static|server-header-discloses-edge"
"https://jeremyfontenot.online/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Home-20260227-1753-11b405b4.html","200","preserved-sharepoint-derivative","coop-not-enabled|coep-not-enabled|corp-not-enabled|wildcard-cors-public-static|server-header-discloses-edge"
"https://jeremyfontenot.online/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Home-20260227-1753-20260511161109-272bdd29.html","200","preserved-sharepoint-derivative","coop-not-enabled|coep-not-enabled|corp-not-enabled|wildcard-cors-public-static|server-header-discloses-edge"
"https://jeremyfontenot.online/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Home-20260305-0200-20260511161109-a71d6a1d.html","200","preserved-sharepoint-derivative","coop-not-enabled|coep-not-enabled|corp-not-enabled|wildcard-cors-public-static|server-header-discloses-edge"
"https://jeremyfontenot.online/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Home-20260305-0200-f1d6a3f3.html","200","preserved-sharepoint-derivative","coop-not-enabled|coep-not-enabled|corp-not-enabled|wildcard-cors-public-static|server-header-discloses-edge"
"https://jeremyfontenot.online/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Home-20260306-0345-20260511161109-1354f67b.html","200","preserved-sharepoint-derivative","coop-not-enabled|coep-not-enabled|corp-not-enabled|wildcard-cors-public-static|server-header-discloses-edge"
"https://jeremyfontenot.online/evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Home-20260306-0345-acc08a8e.html","200","preserved-sharepoint-derivative","coop-not-enabled|coep-not-enabled|corp-not-enabled|wildcard-cors-public-static|server-header-discloses-edge"
